REPYR,REPORT_NUM,FAC NAME,CHEM NAME,TRIFACID,FAC STREET1,FAC CITY,FAC ZIP,FAC COUNTY,CAS_NO,TECH NAME,TECH PHONE,TECH E-ADDRESS,CONT NAME,CONT PHONE,CONT_E-ADDRESS,NAICS,NAICS1,NAICS2,NAICS3,NAICS4,NAICS5,NAICS6,FORM A,FORM R,REVISION,REVISIONCODE1,REVISIONCODE2,WITHDRAWAL,WITHDRAWALCODE1,WITHDRAWALCODE2,MAX ONSITE,FUGITIVE,STACK,WATER1,RIVER1,WATER2,RIVER2,RCRA REL,LANDFILL,LANDFARM,LANDIMP,LANDIMP OTHR,LANDOTHR,METAL,METAL TO POTW,POTW,POTW2,OFF TRE,OFF STE REL1,OFF STE TRE1,OFF STATE1,OFF STE REL2,OFF STE TRE2,OFF STATE2,OFF STE REL3,OFF STE TRE3,OFF STATE3,OFF STE REL4,OFF STE TRE4,OFF STATE4,OFF STE REL5,OFF STE TRE5,OFF STATE5,OFF STE REL6,OFF STE TRE6,OFF STATE6,OFF STE REL7,OFF STE TRE7,OFF STATE7,OFF STE REL8,OFF STE TRE8,OFF STATE8,OFF STE REL9,OFF STE TRE9,OFF STATE9,ON ER B,OFF ER B,ON RCY B,OFF RCY B,ON TRE B,NON POTW OFF TRE,ACCID,P INDEX,CALC REL B,CALC OFF DIS,CALC OFF ER B,CALC OFF RCY B,RELEASE B,REL 81 A,REL 81 B,REL 81 C,REL 81 D,TOTAL TO AIR,TOTAL TO LAND,TOTAL TO WATER,FAC MAILSTREET1,FAC MAILCITY,FAC MAILSTREET2,FAC MAILSTATE,FAC MAILZIP,FAC MAILCOUNTY,CERT NAME,CERT TITLE,RIVERPERCENT1,RIVERPERCENT2,FUGITIVEBASIS,STACKBASIS,BASISCODE1,BASISCODE2,RCRA RELBASIS,LANDFILLBASIS,LANDFARMBASIS,LANDIMPBASIS,LANDIMP OTHRBASIS,LANDOTHRBASIS,POTWBASIS1,POTWFAC1,POTWCITY1,POTWSTATE1,POTWBASIS2,POTWFAC2,POTWCITY2,POTWSTATE2,OFF CITY1,OFF NAME1,OFF BASIS1,OFF CITY2,OFF NAME2,OFF BASIS2,OFF CITY3,OFF NAME3,OFF BASIS3,OFF CITY4,OFF NAME4,OFF BASIS4,OFF CITY5,OFF NAME5,OFF BASIS5,OFF CITY6,OFF NAME6,OFF BASIS6,OFF CITY7,OFF NAME7,OFF BASIS7,OFF CITY8,OFF NAME8,OFF BASIS8,OFF CITY9,OFF NAME9,OFF BASIS9,Geocoded Facility Location
2018,4862,AIR LIQUIDE ADVANCED SEPARATIONS,n-Hexane,19804MDLLP305WA,305 WATER ST,NEWPORT,19804,New Castle,110-54-3,HARRISON ABINTEH,3022252137,HARRISON.ABINTEH@AIRLIQUIDE.COM,HARRISON ABINTEH,3022252137,HARRISON.ABINTEH@AIRLIQUIDE.COM,326,326199,,,,,,0,1,0,,,0,,,4,5,5,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,2397027,0,0,0,0,1.5,10,0,0,0,0,0,10,0,0,10,0,0,,,,,,,Sarang Gadre,General Manager,0,0,O,E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"305 WATER ST
NEWPORT, DE 19804
(39.711757, -75.604151)"
2018,4863,AIR LIQUIDE ADVANCED SEPARATIONS,N-Methyl-2-pyrrolidone,19804MDLLP305WA,305 WATER ST,NEWPORT,19804,New Castle,872-50-4,HARRISON ABINTEH,3022252137,HARRISON.ABINTEH@AIRLIQUIDE.COM,HARRISON ABINTEH,3022252137,HARRISON.ABINTEH@AIRLIQUIDE.COM,326,326199,,,,,,0,1,0,,,0,,,4,5,1286,0,,0,,0,0,0,0,0,0,0,,92612,0,92612,18570,M56,OH,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18570,0,0,0,0,0,1.25,1291,0,0,0,0,0,1291,0,0,1291,0,0,,,,,,,Sarang Gadre,General Manager,0,0,O,E2,,,,,,,,,E2,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,WEST CARROLLTON,VEOLIA ES TECHNICAL SOLUTIONS,E2,,,,,,,,,,,,,,,,,,,,,,,,,"305 WATER ST
NEWPORT, DE 19804
(39.711757, -75.604151)"
2018,4947,ALLEN HARIM FARMS SEAFORD MILL,Copper,1997WLLNSH2799A,20799 ALLEN ROAD,SEAFORD,19973,Sussex,7440-50-8,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P.O. BOX 1380,MILLSBORO,,DE,19966,,Michael Sause,Environmental Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20799 ALLEN ROAD
SEAFORD, DE 19973
(38.691056, -75.62018)"
2018,4948,ALLEN HARIM FARMS SEAFORD MILL,Copper Compounds,1997WLLNSH2799A,20799 ALLEN ROAD,SEAFORD,19973,Sussex,N100,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P.O. BOX 1380,MILLSBORO,,DE,19966,,Michael Sause,Environmental Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20799 ALLEN ROAD
SEAFORD, DE 19973
(38.691056, -75.62018)"
2018,4949,ALLEN HARIM FARMS SEAFORD MILL,Manganese,1997WLLNSH2799A,20799 ALLEN ROAD,SEAFORD,19973,Sussex,7439-96-5,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P.O. BOX 1380,MILLSBORO,,DE,19966,,Michael Sause,Environmental Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20799 ALLEN ROAD
SEAFORD, DE 19973
(38.691056, -75.62018)"
2018,4950,ALLEN HARIM FARMS SEAFORD MILL,Manganese Compounds,1997WLLNSH2799A,20799 ALLEN ROAD,SEAFORD,19973,Sussex,N450,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P.O. BOX 1380,MILLSBORO,,DE,19966,,Michael Sause,Environmental Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20799 ALLEN ROAD
SEAFORD, DE 19973
(38.691056, -75.62018)"
2013,3889,DELAWARE CITY REFINERY,Cyanide Compounds,19706TXCDL2000W,4550 WRANGLE HILL RD,DELAWARE CITY,19706,New Castle,N106,BONNIE MCMICHAEL,3028346074,BONNIE.MCMICHAEL@PBFENERGY.COM,LISA LINDSEY,3028346033,LISA.LINDSEY@PBFENERGY.COM,324,324110,,,,,,0,1,0,,,0,,,4,0,0,158,Delaware River,0,,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,15645,0,0,0.119999997,158,0,0,0,0,0,158,0,0,,,,,,,,,,John Deemer,HSE Manager,0,0,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4951,ALLEN HARIM FARMS SEAFORD MILL,Zinc Compounds,1997WLLNSH2799A,20799 ALLEN ROAD,SEAFORD,19973,Sussex,N982,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P.O. BOX 1380,MILLSBORO,,DE,19966,,Michael Sause,Environmental Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20799 ALLEN ROAD
SEAFORD, DE 19973
(38.691056, -75.62018)"
2018,4945,ALLEN HARIM FOODS HARBESON,Nitrate compounds,19951LLNFMPOBOX,18752 HARBESON ROAD,HARBESON,19951,Sussex,N511,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,311,311615,,,,,,0,1,0,,,0,,,2,0,0,61673,BEAVERDAM CREEK,0,,0,0,0,0,0,0,0,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.1,61673,0,0,0,0,0,61673,0,0,0,0,61673,P.O. BOX 1380,MILLSBORO,,DE,19966,,Michael Sause,Environmental Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18752 HARBESON ROAD
HARBESON, DE 19951
(38.720648, -75.284737)"
2018,4946,ALLEN HARIM FOODS HARBESON,Peracetic acid,19951LLNFMPOBOX,18752 HARBESON ROAD,HARBESON,19951,Sussex,79-21-0,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,MICHAEL SAUSE,3026841640,MICHAEL.SAUSE@ALLENHARIMLLC.COM,311,311615,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P.O. BOX 1380,MILLSBORO,,DE,19966,,Michael Sause,Environmental Manager,0,0,,,M2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18752 HARBESON ROAD
HARBESON, DE 19951
(38.720648, -75.284737)"
2018,5268,AMAZON.COM SERVICES,Lead compounds,1970WMZNCM56MER,560 MERRIMAC AVE,MIDDLETOWN,19709,New Castle,N420,Vimal Vijaykumar,4842521748,vvvijayk@amazon.com,Vimal Vijaykumar,4842521748,vvvijayk@amazon.com,323,323117,,,,,,0,1,0,,,0,,,2,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0.7,M26,DE,0.5,M26,MD,0.1,M26,NJ,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,1.3,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,New Castle,Vimal Vijaykumar,Business Environmental Leader,0,0,E2,E2,,,,,,,,,,,,,,,,,WILMINGTON,"RMR DELAWARE, LLC",C,Baltimore,WM BALTIMORE MRF 02976,C,New Brunswick,COLGATE PAPER STOCK,C,,,,,,,,,,,,,,,,,,,"560 MERRIMAC AVE
MIDDLETOWN, DE 19709
(39.437743, -75.735415)"
2018,4999,AMICK FARMS,Copper Compounds,19940LLNSMRTE13,10281 AMICK DR,DELMAR,19940,Sussex,N100,RICHARD MARTINSON,3028469511,RICHARD.MARTINSON@AMICKFARMS.COM,RICHARD MARTINSON,3028469511,RICHARD.MARTINSON@AMICKFARMS.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P.O. BOX 269,DELMAR,,DE,19940,,richard martinson,Mill Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,5000,AMICK FARMS,Manganese Compounds,19940LLNSMRTE13,10281 AMICK DR,DELMAR,19940,Sussex,N450,RICHARD MARTINSON,3028469511,RICHARD.MARTINSON@AMICKFARMS.COM,RICHARD MARTINSON,3028469511,RICHARD.MARTINSON@AMICKFARMS.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P.O. BOX 269,DELMAR,,DE,19940,,richard martinson,Mill Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,5001,AMICK FARMS,Zinc Compounds,19940LLNSMRTE13,10281 AMICK DR,DELMAR,19940,Sussex,N982,RICHARD MARTINSON,3028469511,RICHARD.MARTINSON@AMICKFARMS.COM,RICHARD MARTINSON,3028469511,RICHARD.MARTINSON@AMICKFARMS.COM,311,311119,,,,,,1,0,0,,,0,,,,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P.O. BOX 269,DELMAR,,DE,19940,,richard martinson,Mill Manager,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,5012,BALTIMORE AIRCOIL COMPANY,Chromium Compounds,1996WBLTMR1162H,1162 HOLLY HILL RD,MILFORD,19963,Kent,N090,ANGELA SHEPPARD,3024242566,ASHEPPARD@BALTIMOREAIRCOIL.COM,ANGELA SHEPPARD,3024242566,ASHEPPARD@BALTIMOREAIRCOIL.COM,333,333415,,,,,,0,1,0,,,0,,,4,0,5,0,,0,,0,0,0,0,0,0,1,,0,0,0,257800,M26,PA,3061,M26,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,260861,0,0,0,1.53,5,0,0,0,0,0,5,0,0,5,0,0,,,,,,,Angela Sheppard,EHS Manager,0,0,,E1,,,,,,,,,,,,,,,,,PHILADELPHIA,"THALHEIMER BROTHERS, INC",M1,WILMINGTON,DIAMOND STATE RECYCLING CORP,M1,,,,,,,,,,,,,,,,,,,,,,"1162 HOLLY HILL RD
MILFORD, DE 19963
(38.923706, -75.469299)"
2018,5013,BALTIMORE AIRCOIL COMPANY,Cobalt Compounds,1996WBLTMR1162H,1162 HOLLY HILL RD,MILFORD,19963,Kent,N096,ANGELA SHEPPARD,3024242566,ASHEPPARD@BALTIMOREAIRCOIL.COM,ANGELA SHEPPARD,3024242566,ASHEPPARD@BALTIMOREAIRCOIL.COM,333,333415,,,,,,0,1,0,,,0,,,1,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,32225,M26,PA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,32225,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Angela Sheppard,EHS Manager,0,0,,,,,,,,,,,,,,,,,,,PHILADELPHIA,"THALHEIMER BROTHERS, INC",M1,,,,,,,,,,,,,,,,,,,,,,,,,"1162 HOLLY HILL RD
MILFORD, DE 19963
(38.923706, -75.469299)"
2018,5014,BALTIMORE AIRCOIL COMPANY,Copper Compounds,1996WBLTMR1162H,1162 HOLLY HILL RD,MILFORD,19963,Kent,N100,ANGELA SHEPPARD,3024242566,ASHEPPARD@BALTIMOREAIRCOIL.COM,ANGELA SHEPPARD,3024242566,ASHEPPARD@BALTIMOREAIRCOIL.COM,333,333415,,,,,,0,1,0,,,0,,,2,0,0,0,,0,,0,0,0,0,0,0,1,,0,0,0,32225,M26,PA,7653,M26,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,39878,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Angela Sheppard,EHS Manager,0,0,,,,,,,,,,,,,,,,,,,PHILADELPHIA,"THALHEIMER BROTHERS, INC",M1,WILMINGTON,DIAMOND STATE RECYCLING CORP,M1,,,,,,,,,,,,,,,,,,,,,,"1162 HOLLY HILL RD
MILFORD, DE 19963
(38.923706, -75.469299)"
2018,5015,BALTIMORE AIRCOIL COMPANY,Manganese Compounds,1996WBLTMR1162H,1162 HOLLY HILL RD,MILFORD,19963,Kent,N450,ANGELA SHEPPARD,3024242566,ASHEPPARD@BALTIMOREAIRCOIL.COM,ANGELA SHEPPARD,3024242566,ASHEPPARD@BALTIMOREAIRCOIL.COM,333,333415,,,,,,0,1,0,,,0,,,4,0,5,0,,0,,0,0,0,0,0,0,1,,0,0,0,96675,M26,PA,22345,M26,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,119020,0,0,0,1.4,5,0,0,0,0,0,5,0,0,5,0,0,,,,,,,Angela Sheppard,EHS Manager,0,0,,E1,,,,,,,,,,,,,,,,,PHILADELPHIA,"THALHEIMER BROTHERS, INC",M1,WILMINGTON,DIAMOND STATE RECYCLING CORP,M1,,,,,,,,,,,,,,,,,,,,,,"1162 HOLLY HILL RD
MILFORD, DE 19963
(38.923706, -75.469299)"
2018,5016,BALTIMORE AIRCOIL COMPANY,Nickel Compounds,1996WBLTMR1162H,1162 HOLLY HILL RD,MILFORD,19963,Kent,N495,ANGELA SHEPPARD,3024242566,ASHEPPARD@BALTIMOREAIRCOIL.COM,ANGELA SHEPPARD,3024242566,ASHEPPARD@BALTIMOREAIRCOIL.COM,333,333415,,,,,,0,1,0,,,0,,,4,0,5,0,,0,,0,0,0,0,0,0,1,,0,0,0,296470,M26,PA,3061,M26,DE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,299531,0,0,0,1.53,5,0,0,0,0,0,5,0,0,5,0,0,,,,,,,Angela Sheppard,EHS Manager,0,0,,E1,,,,,,,,,,,,,,,,,PHILADELPHIA,"THALHEIMER BROTHERS, INC",M1,WILMINGTON,DIAMOND STATE RECYCLING CORP,M1,,,,,,,,,,,,,,,,,,,,,,"1162 HOLLY HILL RD
MILFORD, DE 19963
(38.923706, -75.469299)"
2018,4894,BASF COLORS AND EFFECTS USA LLC,Aniline,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,62-53-3,PHILIP SAMULEWICZ,6105638104,PSAMULEWICZ@AAQSINC.COM,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,5,22,0,0,,0,,0,0,0,0,0,0,0,,6182,0,6351.13,11369,M56,OH,1604,M56,SC,480,M50,OH,219,M56,IN,130,M50,TX,42,M50,TX,11.69,M50,PA,4,M56,OH,0,,,0,13196,0,0,1091,663.69,0,1.03,516.56,494.56,0,0,0,0,22,0,494.56,22,0,0,,,,,,,Louis D'Agostino,Site Director,0,0,E2,C,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,PAUDLING,SYSTECH ENVIRONMENTAL CORP,M2,HOLLY HILL,GEOCYCLE LLC,M2,GRAFFTON,ROSS INCINERATION SERVICES,M2,GREENCASTLE,GREENCASTLE WDF FACILITY,M2,LA PORTE,CLEAN HARBORS DEER PARK LLC,M2,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,M2,WEST CHESTER,ELDREDGE INC,M2,WEST CARROLLTON,VEOLA ES TECHNICAL SOLUTIONS,M2,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2018,4895,BASF COLORS AND EFFECTS USA LLC,Biphenyl,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,92-52-4,PHILIP SAMULEWICZ,6105638104,PSAMULEWICZ@AAQSINC.COM,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,5,89,0,0,,0,,0,0,0,0,0,0,0,,15391,0,50197.08,173508,M56,OH,25990,M50,OH,24484,M56,SC,9722,M54,PA,3347,M56,IN,862,M50,PA,672,M56,NJ,84,M56,OH,47,M54,TX,0,202095,0,0,2365,36653,0,1.05,1935.92,1846.92,0,0,0,0,89,1539.1,307.82,89,0,0,,,,,,,Louis D'Agostino,Site Director,0,0,O,O,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,PAUDLING,SYSTECH ENVIRONMENTAL CORP,M2,GRAFFTON,ROSS INCINERATION SERVICES,M2,HOLLY HILL,GEOCYCLE LLC,M2,WEST CHESTER,ELDREDGE INC,M2,GREENCASTLE,GREENCASTLE WDF FACILITY,M2,BAINBRIDGE,LCSWMA RESOURCE RECOVERY PLANT,M2,MIDDLESEX,VEOLIA ES TECHNICAL SOLUTIONS,M2,WEST CARROLLTON,VEOLA ES TECHNICAL SOLUTIONS,M2,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,M2,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2018,5155,BASF COLORS AND EFFECTS USA LLC,Cyclohexane,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,110-82-7,PHILIP SAMULEWICZ,6105638104,PSAMULEWICZ@AAQSINC.COM,ROBERTO NELSON,9702455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,1,RR4,,0,,,3,43,5.6,0,,0,,0,0,0,0,0,0,0,,0,0,0,32079,M20,NY,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,32079,3429,0,0,1.02,48.6,0,0,0,0,0,48.6,0,0,48.6,0,0,,,,,,,Brian Kirtley,Site Director,0,0,E2,C,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,ROCHESTER,KODAK PARK DIVISION,M2,,,,,,,,,,,,,,,,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2018,5154,BASF COLORS AND EFFECTS USA LLC,Methanol,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,67-56-1,PHILIP SAMULEWICZ,6105638104,PSAMULEWICZ@AAQSINC.COM,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,1,RR4,,0,,,5,24551,3675,0,,0,,0,0,0,0,0,0,0,,386649,0,357332.08,633463,M20,NY,2146,M56,NJ,1951,M56,OH,1515,M50,OH,771.5,M56,OH,275,M56,SC,80,M95,OH,38,M56,IN,20,M50,TX,0,5181.5,236052,633463,818051,1615,0,1.03,59157.92,30931.92,0,0,0,0,28226,0,30931.92,28226,0,0,,,,,,,Brian Kirtley,Site Director,0,0,O,C,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,ROCHESTER,KODAK PARK DIVISION,M2,MIDDLESEX,VEOLIA ES TECHNICAL SOLUTIONS,M2,PAULDING,SYSTECH ENVIRONMENTAL CORP,M2,GRAFFTON,ROSS INCINERATION SERVICES,M2,WEST CARROLLTON,VEOLA ES TECHNICAL SOLUTIONS,M2,HOLLY HILL,GEOCYCLE LLC,M2,WEST CARROLLTON,VEOLA ES TECHNICAL SOLUTIONS,M2,GREENCASTLE,GREENCASTLE WDF FACILITY,M2,PORT ARTHUR,VEOLIA ES TECHNICAL SOLUTIONS,M2,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2018,4899,BASF COLORS AND EFFECTS USA LLC,Nitrate compounds,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,N511,PHILIP SAMULEWICZ,6105638104,PSAMULEWICZ@AAQSINC.COM,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,2,0,0,0,,0,,0,0,0,0,0,0,0,,15542,0,13987.8,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,0,0,0,1.02,1554.2,1554.2,0,0,0,0,0,0,1554.2,0,0,0,,,,,,,Louis D'Agostino,Site Director,0,0,,,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2018,4900,BASF COLORS AND EFFECTS USA LLC,Nitric acid,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,7697-37-2,PHILIP SAMULEWICZ,6105638104,PSAMULEWICZ@AAQSINC.COM,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,0,,,0,,,3,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,0,0,15793,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Louis D'Agostino,Site Director,0,0,O,O,,,,,,,,,E1,"WILMINGTON WASTEWATER TREATMENT PLANT- 12TH ST & HAY RD, WIL",WILMINGTON,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
2018,5156,BASF COLORS AND EFFECTS USA LLC,N-Methyl-2-pyrrolidone,19804CBGGYJAMES,205 S JAMES ST,NEWPORT,19804,New Castle,872-50-4,PHILIP SAMULEWICZ,6105638104,PSAMULEWICZ@AAQSINC.COM,ROBERTO NELSON,9732455230,ROBERTO.NELSON@BASF.COM,325,325130,,,,,,0,1,1,RR5,,0,,,3,0,0,0,,0,,0,0,0,0,0,0,0,,0,0,37168,37168,M50,PA,3321,M56,PA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,3321,0,0,9,37168,0,0,0,0,0,0,0,0,0,0,781.12,0,0,0,,,,,,,Brian Kirtley,Site Director,0,0,O,C,,,,,,,,,,,,,,,,,WEST CHESTER,ELDREDGE INC,M2,MYERSTOWN,WASTE RECOVERY SOLUTIONS INC,M2,,,,,,,,,,,,,,,,,,,,,,"205 S JAMES ST
NEWPORT, DE 19804
(39.710922, -75.608917)"
